SetEntrenamiento,SetTesting,Resultados,Método,Vecinos,Numero de iteraciones,Alfa,Epsilon,Tiempo,Accuracy,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
./Data/5_fold-SET-2-train.csv,./Data/5_fold-SET-2-validate.csv,./resultados/5_fold-SET-2-9-vecinos-resultados.csv,0,9,,,,167830.0,0.9303571428571428,0.9193,0.9273,0.9644,0.9501,0.9275,0.8973,0.9139,0.9263,0.9701,0.9135,0.9699,0.9523,0.9036,0.9104,0.9589,0.9082,0.9711,0.9548,0.8468,0.9225
./Data/5_fold-SET-2-train.csv,./Data/5_fold-SET-2-validate.csv,./resultados/5_fold-SET-2-10-vecinos-resultados.csv,0,10,,,,167514.0,0.9303571428571428,0.9115,0.9237,0.9641,0.9539,0.9347,0.8943,0.9187,0.9235,0.9697,0.9168,0.9725,0.9534,0.8964,0.914,0.9686,0.9136,0.9676,0.957,0.8349,0.9213
./Data/5_fold-SET-3-train.csv,./Data/5_fold-SET-3-validate.csv,./resultados/5_fold-SET-3-2-vecinos-resultados.csv,0,2,,,,174438.0,0.919404761904762,0.902,0.9277,0.9334,0.9033,0.878,0.8731,0.9448,0.9282,0.9733,0.9477,0.9865,0.9436,0.9083,0.9337,0.9594,0.8912,0.9565,0.9513,0.8182,0.8367
./Data/5_fold-SET-3-train.csv,./Data/5_fold-SET-3-validate.csv,./resultados/5_fold-SET-3-3-vecinos-resultados.csv,0,3,,,,171893.0,0.9282142857142858,0.9276,0.9333,0.95,0.9398,0.9141,0.9108,0.9163,0.9259,0.9592,0.9107,0.9778,0.9393,0.9059,0.9256,0.949,0.899,0.9789,0.9479,0.8481,0.9053
./Data/5_fold-SET-3-train.csv,./Data/5_fold-SET-3-validate.csv,./resultados/5_fold-SET-3-4-vecinos-resultados.csv,0,4,,,,171373.0,0.9298809523809524,0.9217,0.9274,0.955,0.9426,0.9086,0.9043,0.9311,0.9299,0.9687,0.9174,0.9852,0.9393,0.9071,0.936,0.956,0.9054,0.9739,0.9615,0.8481,0.8805
./Data/5_fold-SET-3-train.csv,./Data/5_fold-SET-3-validate.csv,./resultados/5_fold-SET-3-5-vecinos-resultados.csv,0,5,,,,171852.0,0.9311904761904762,0.9325,0.9342,0.9625,0.9525,0.9255,0.9064,0.9082,0.9304,0.9623,0.9035,0.9692,0.9372,0.9108,0.9326,0.9502,0.9028,0.9826,0.9536,0.8593,0.9089
./Data/5_fold-SET-3-train.csv,./Data/5_fold-SET-3-validate.csv,./resultados/5_fold-SET-3-6-vecinos-resultados.csv,0,6,,,,172257.0,0.9298809523809524,0.925,0.9224,0.9596,0.9538,0.9155,0.9045,0.9147,0.9309,0.9592,0.9202,0.9717,0.9372,0.901,0.9372,0.9537,0.908,0.9727,0.9615,0.8493,0.9006
./Data/5_fold-SET-3-train.csv,./Data/5_fold-SET-3-validate.csv,./resultados/5_fold-SET-3-7-vecinos-resultados.csv,0,7,,,,172929.0,0.9316666666666666,0.9335,0.9198,0.9611,0.9537,0.9287,0.9198,0.915,0.9298,0.9543,0.9079,0.968,0.9404,0.9059,0.9349,0.9502,0.9067,0.9764,0.9604,0.858,0.9101
./Data/5_fold-SET-3-train.csv,./Data/5_fold-SET-3-validate.csv,./resultados/5_fold-SET-3-8-vecinos-resultados.csv,0,8,,,,171632.0,0.930595238095238,0.9271,0.918,0.9584,0.9491,0.9225,0.9155,0.9219,0.9288,0.9565,0.9155,0.9717,0.9425,0.9022,0.9326,0.9513,0.9119,0.9677,0.9604,0.8493,0.9101
./Data/5_fold-SET-3-train.csv,./Data/5_fold-SET-3-validate.csv,./resultados/5_fold-SET-3-9-vecinos-resultados.csv,0,9,,,,172051.0,0.930595238095238,0.9324,0.9148,0.962,0.9554,0.938,0.9151,0.9106,0.9285,0.9556,0.9026,0.968,0.9489,0.8973,0.9221,0.9467,0.908,0.9739,0.9558,0.858,0.9207
./Data/5_fold-SET-3-train.csv,./Data/5_fold-SET-3-validate.csv,./resultados/5_fold-SET-3-10-vecinos-resultados.csv,0,10,,,,172330.0,0.9291666666666668,0.9238,0.9084,0.9644,0.9567,0.9351,0.9116,0.9112,0.9285,0.9565,0.9059,0.9704,0.9499,0.8949,0.9244,0.9513,0.908,0.9689,0.9558,0.8493,0.9112
./Data/5_fold-SET-4-train.csv,./Data/5_fold-SET-4-validate.csv,./resultados/5_fold-SET-4-2-vecinos-resultados.csv,0,2,,,,173647.0,0.9196428571428572,0.9168,0.9056,0.934,0.926,0.8593,0.8747,0.9573,0.9149,0.9665,0.9575,0.9778,0.9515,0.9242,0.9312,0.9619,0.9017,0.9484,0.9533,0.8208,0.8102
./Data/5_fold-SET-4-train.csv,./Data/5_fold-SET-4-validate.csv,./resultados/5_fold-SET-4-3-vecinos-resultados.csv,0,3,,,,171660.0,0.931904761904762,0.9305,0.9237,0.9623,0.953,0.9042,0.9029,0.9405,0.9255,0.9512,0.9245,0.9645,0.9482,0.9219,0.9234,0.9479,0.926,0.9648,0.9521,0.8677,0.8958
./Data/5_fold-SET-4-train.csv,./Data/5_fold-SET-4-validate.csv,./resultados/5_fold-SET-4-4-vecinos-resultados.csv,0,4,,,,171281.0,0.9282142857142858,0.9267,0.9069,0.9645,0.949,0.9036,0.8957,0.9398,0.9103,0.9679,0.923,0.9667,0.9449,0.9196,0.929,0.953,0.9246,0.9531,0.9485,0.8578,0.8772
./Data/5_fold-SET-4-train.csv,./Data/5_fold-SET-4-validate.csv,./resultados/5_fold-SET-4-5-vecinos-resultados.csv,0,5,,,,172170.0,0.9301190476190476,0.9322,0.9097,0.9714,0.963,0.9159,0.901,0.9326,0.9093,0.9566,0.9127,0.9601,0.9438,0.9091,0.9245,0.9543,0.9314,0.9577,0.9485,0.8727,0.8945
./Data/5_fold-SET-4-train.csv,./Data/5_fold-SET-4-validate.csv,./resultados/5_fold-SET-4-6-vecinos-resultados.csv,0,6,,,,171645.0,0.9289285714285714,0.9374,0.904,0.9618,0.9556,0.9058,0.8982,0.9365,0.9106,0.9629,0.92,0.9623,0.9449,0.9103,0.9323,0.953,0.926,0.9519,0.9509,0.8665,0.8846
./Data/5_fold-SET-4-train.csv,./Data/5_fold-SET-4-validate.csv,./resultados/5_fold-SET-4-7-vecinos-resultados.csv,0,7,,,,172010.0,0.9303571428571428,0.9414,0.9105,0.9688,0.9619,0.9165,0.9001,0.9317,0.9096,0.9595,0.9055,0.9623,0.9427,0.9044,0.9256,0.9479,0.9341,0.9601,0.9521,0.8776,0.8921
./Data/5_fold-SET-4-train.csv,./Data/5_fold-SET-4-validate.csv,./resultados/5_fold-SET-4-8-vecinos-resultados.csv,0,8,,,,171889.0,0.9284523809523808,0.9383,0.9048,0.9699,0.9599,0.9004,0.9029,0.9304,0.9107,0.9528,0.9175,0.9612,0.9427,0.9009,0.929,0.953,0.926,0.9577,0.9521,0.8727,0.8834
./Data/5_fold-SET-4-train.csv,./Data/5_fold-SET-4-validate.csv,./resultados/5_fold-SET-4-9-vecinos-resultados.csv,0,9,,,,172164.0,0.9278571428571428,0.9391,0.9059,0.9723,0.9675,0.9084,0.9013,0.9233,0.9096,0.9486,0.9052,0.9568,0.9449,0.8998,0.9245,0.9454,0.9341,0.9601,0.9521,0.8677,0.8883
./Data/5_fold-SET-4-train.csv,./Data/5_fold-SET-4-validate.csv,./resultados/5_fold-SET-4-10-vecinos-resultados.csv,0,10,,,,171977.0,0.9291666666666668,0.9364,0.9049,0.9723,0.962,0.9152,0.9018,0.9275,0.9091,0.9537,0.9127,0.9623,0.9548,0.8986,0.9279,0.9466,0.9273,0.9613,0.9581,0.8653,0.8821
./Data/5_fold-SET-5-train.csv,./Data/5_fold-SET-5-validate.csv,./resultados/5_fold-SET-5-2-vecinos-resultados.csv,0,2,,,,173770.0,0.9161904761904762,0.9167,0.9306,0.9142,0.9085,0.8445,0.8914,0.94,0.9169,0.9629,0.9552,0.9766,0.9473,0.9165,0.9085,0.9714,0.9015,0.9523,0.9572,0.799,0.8217
./Data/5_fold-SET-5-train.csv,./Data/5_fold-SET-5-validate.csv,./resultados/5_fold-SET-5-3-vecinos-resultados.csv,0,3,,,,167510.0,0.9278571428571428,0.943,0.9459,0.9427,0.9468,0.8998,0.9132,0.9206,0.9108,0.9523,0.906,0.9661,0.9399,0.9239,0.8991,0.9478,0.9167,0.9678,0.9561,0.8619,0.894
./Data/5_fold-SET-5-train.csv,./Data/5_fold-SET-5-validate.csv,./resultados/5_fold-SET-5-4-vecinos-resultados.csv,0,4,,,,167286.0,0.925595238095238,0.9348,0.9298,0.941,0.9487,0.879,0.9111,0.9286,0.9152,0.9557,0.9189,0.9708,0.9367,0.9152,0.9108,0.9652,0.9192,0.9607,0.9607,0.8508,0.8602
./Data/5_fold-SET-5-train.csv,./Data/5_fold-SET-5-validate.csv,./resultados/5_fold-SET-5-5-vecinos-resultados.csv,0,5,,,,167778.0,0.9272619047619048,0.9397,0.9344,0.9507,0.9543,0.8994,0.9032,0.9214,0.9091,0.9541,0.9117,0.965,0.9314,0.914,0.9061,0.9553,0.9192,0.9642,0.9595,0.8705,0.8831
./Data/5_fold-SET-5-train.csv,./Data/5_fold-SET-5-validate.csv,./resultados/5_fold-SET-5-6-vecinos-resultados.csv,0,6,,,,167506.0,0.9257142857142856,0.9348,0.9231,0.953,0.9487,0.8895,0.9074,0.9287,0.9128,0.9574,0.9093,0.9708,0.9367,0.9102,0.9108,0.9602,0.9154,0.9619,0.9561,0.8594,0.8699
./Data/5_fold-SET-5-train.csv,./Data/5_fold-SET-5-validate.csv,./resultados/5_fold-SET-5-7-vecinos-resultados.csv,0,7,,,,167912.0,0.9254761904761905,0.9344,0.9288,0.9516,0.9567,0.9095,0.9095,0.9122,0.9084,0.9536,0.8972,0.965,0.9357,0.9065,0.9073,0.9491,0.9141,0.9654,0.9514,0.8607,0.894
./Data/5_fold-SET-5-train.csv,./Data/5_fold-SET-5-validate.csv,./resultados/5_fold-SET-5-8-vecinos-resultados.csv,0,8,,,,170767.0,0.9261904761904762,0.9315,0.9221,0.9528,0.9545,0.9065,0.908,0.9211,0.9106,0.9587,0.9039,0.9696,0.9367,0.9065,0.912,0.9516,0.9217,0.9607,0.9538,0.8594,0.8843
./Data/5_fold-SET-5-train.csv,./Data/5_fold-SET-5-validate.csv,./resultados/5_fold-SET-5-9-vecinos-resultados.csv,0,9,,,,168019.0,0.9261904761904762,0.9387,0.9243,0.954,0.9544,0.9143,0.9125,0.9098,0.9076,0.9588,0.8963,0.9661,0.9399,0.9052,0.9096,0.9404,0.9217,0.9619,0.9538,0.8619,0.8952
./Data/5_fold-SET-5-train.csv,./Data/5_fold-SET-5-validate.csv,./resultados/5_fold-SET-5-10-vecinos-resultados.csv,0,10,,,,167367.0,0.9266666666666666,0.9286,0.9217,0.955,0.9532,0.9125,0.9157,0.919,0.912,0.955,0.9021,0.972,0.9441,0.9002,0.9085,0.9453,0.9192,0.9607,0.9584,0.8631,0.888
./Data/5_fold-SET-1-train.csv,./Data/5_fold-SET-1-validate.csv,./resultados/5_fold-SET-1-1-vecinos-resultados.csv,1,1,1000,20,1e-06,10466.4,0.8538095238095238,0.9327,0.9744,0.9364,0.856,0.7675,0.7729,0.9095,0.8446,0.816,0.748,0.9199,0.8238,0.908,0.8113,0.8481,0.8246,0.9447,0.9077,0.8333,0.7304
./Data/5_fold-SET-1-train.csv,./Data/5_fold-SET-1-validate.csv,./resultados/5_fold-SET-1-11-vecinos-resultados.csv,1,11,1000,20,1e-06,11337.9,0.8617857142857143,0.8857,0.9567,0.937,0.8902,0.8085,0.7629,0.8964,0.8685,0.8054,0.7983,0.9024,0.907,0.901,0.8102,0.8443,0.8527,0.9575,0.9143,0.8195,0.717
./Data/5_fold-SET-1-train.csv,./Data/5_fold-SET-1-validate.csv,./resultados/5_fold-SET-1-21-vecinos-resultados.csv,1,21,1000,20,1e-06,13356.3,0.8779761904761905,0.931,0.9711,0.9392,0.8602,0.824,0.8052,0.9042,0.8695,0.8387,0.8354,0.9287,0.8724,0.9173,0.8468,0.9127,0.8246,0.9601,0.9297,0.8534,0.7438
./Data/5_fold-SET-1-train.csv,./Data/5_fold-SET-1-validate.csv,./resultados/5_fold-SET-1-31-vecinos-resultados.csv,1,31,1000,20,1e-06,14978.9,0.8851190476190476,0.9079,0.948,0.9556,0.9065,0.8635,0.8407,0.8832,0.8847,0.8733,0.7905,0.9374,0.9254,0.8766,0.8713,0.8329,0.8621,0.9344,0.911,0.881,0.8188
./Data/5_fold-SET-1-train.csv,./Data/5_fold-SET-1-validate.csv,./resultados/5_fold-SET-1-41-vecinos-resultados.csv,1,41,1000,20,1e-06,17077.9,0.845,0.8846,0.9534,0.9273,0.8694,0.7579,0.8467,0.8649,0.8059,0.8475,0.7181,0.9111,0.8184,0.8754,0.8202,0.7886,0.8353,0.9472,0.9308,0.8145,0.7181
./Data/5_fold-SET-1-train.csv,./Data/5_fold-SET-1-validate.csv,./resultados/5_fold-SET-1-51-vecinos-resultados.csv,1,51,1000,20,1e-06,20078.5,0.8804761904761905,0.9208,0.9629,0.9418,0.9046,0.8411,0.8448,0.8952,0.8729,0.8333,0.7954,0.9462,0.8984,0.8673,0.8102,0.8709,0.8742,0.9459,0.9132,0.8772,0.8132
./Data/5_fold-SET-2-train.csv,./Data/5_fold-SET-2-validate.csv,./resultados/5_fold-SET-2-1-vecinos-resultados.csv,1,1,1000,20,1e-06,10303.6,0.8680952380952381,0.9175,0.987,0.9128,0.7947,0.8708,0.8075,0.9181,0.8141,0.8423,0.8288,0.962,0.7886,0.9095,0.8554,0.9045,0.7868,0.9606,0.9262,0.8373,0.7503
./Data/5_fold-SET-2-train.csv,./Data/5_fold-SET-2-validate.csv,./resultados/5_fold-SET-2-11-vecinos-resultados.csv,1,11,1000,20,1e-06,11211.4,0.8889285714285714,0.9157,0.9835,0.9239,0.8805,0.8947,0.8212,0.9054,0.839,0.8863,0.837,0.9685,0.8663,0.9107,0.8363,0.9045,0.8556,0.9745,0.9295,0.8515,0.7897
./Data/5_fold-SET-2-train.csv,./Data/5_fold-SET-2-validate.csv,./resultados/5_fold-SET-2-21-vecinos-resultados.csv,1,21,1000,20,1e-06,12959.1,0.8766666666666667,0.9159,0.9615,0.9181,0.878,0.8654,0.7784,0.8851,0.8822,0.8869,0.7774,0.9567,0.9057,0.9071,0.7742,0.8706,0.7773,0.9722,0.9075,0.8753,0.8032
./Data/5_fold-SET-2-train.csv,./Data/5_fold-SET-2-validate.csv,./resultados/5_fold-SET-2-31-vecinos-resultados.csv,1,31,1000,20,1e-06,15078.1,0.8727380952380952,0.9276,0.9651,0.9221,0.8801,0.8818,0.8182,0.9017,0.8287,0.8317,0.78,0.9397,0.8591,0.8595,0.8244,0.9021,0.8502,0.9444,0.9108,0.804,0.8327
./Data/5_fold-SET-2-train.csv,./Data/5_fold-SET-2-validate.csv,./resultados/5_fold-SET-2-41-vecinos-resultados.csv,1,41,1000,20,1e-06,17151.3,0.8611904761904762,0.9299,0.9638,0.9175,0.8774,0.7861,0.7992,0.8701,0.8318,0.8345,0.7908,0.9567,0.9109,0.8869,0.7778,0.8755,0.8165,0.9769,0.9262,0.8325,0.6322
./Data/5_fold-SET-2-train.csv,./Data/5_fold-SET-2-validate.csv,./resultados/5_fold-SET-2-51-vecinos-resultados.csv,1,51,1000,20,1e-06,20058.6,0.8698809523809524,0.9137,0.9638,0.9309,0.8902,0.8945,0.8149,0.8579,0.846,0.8489,0.7527,0.9292,0.8829,0.8667,0.7849,0.8718,0.8138,0.978,0.8833,0.8337,0.8462
./Data/5_fold-SET-3-train.csv,./Data/5_fold-SET-3-validate.csv,./resultados/5_fold-SET-3-1-vecinos-resultados.csv,1,1,1000,20,1e-06,10773.1,0.8747619047619047,0.919,0.9868,0.9258,0.8452,0.8209,0.8724,0.9043,0.8949,0.7909,0.7949,0.9495,0.8743,0.9156,0.8128,0.8656,0.8057,0.9627,0.9162,0.8667,0.7799
./Data/5_fold-SET-3-train.csv,./Data/5_fold-SET-3-validate.csv,./resultados/5_fold-SET-3-11-vecinos-resultados.csv,1,11,1000,20,1e-06,11395.0,0.9003571428571429,0.9407,0.9807,0.9487,0.885,0.889,0.8851,0.9247,0.856,0.8831,0.8206,0.9569,0.8658,0.9267,0.8767,0.8725,0.8782,0.9764,0.9354,0.8941,0.8284
./Data/5_fold-SET-3-train.csv,./Data/5_fold-SET-3-validate.csv,./resultados/5_fold-SET-3-21-vecinos-resultados.csv,1,21,1000,20,1e-06,13057.5,0.8686904761904762,0.9194,0.9715,0.9361,0.8551,0.7878,0.8541,0.9056,0.8839,0.8276,0.7557,0.9409,0.8711,0.9132,0.8372,0.8818,0.7733,0.9652,0.8969,0.8667,0.7396
./Data/5_fold-SET-3-train.csv,./Data/5_fold-SET-3-validate.csv,./resultados/5_fold-SET-3-31-vecinos-resultados.csv,1,31,1000,20,1e-06,14927.9,0.8871428571428571,0.9201,0.9808,0.9436,0.8826,0.9156,0.8645,0.8849,0.8216,0.8926,0.7873,0.9507,0.8701,0.8998,0.857,0.8552,0.851,0.9739,0.9128,0.8692,0.8367
./Data/5_fold-SET-3-train.csv,./Data/5_fold-SET-3-validate.csv,./resultados/5_fold-SET-3-41-vecinos-resultados.csv,1,41,1000,20,1e-06,17375.5,0.8457142857142858,0.9113,0.9793,0.9209,0.8598,0.7093,0.8311,0.8448,0.8415,0.8674,0.7182,0.9236,0.8552,0.868,0.8698,0.7972,0.8161,0.9602,0.8596,0.8306,0.6817
./Data/5_fold-SET-3-train.csv,./Data/5_fold-SET-3-validate.csv,./resultados/5_fold-SET-3-51-vecinos-resultados.csv,1,51,1000,20,1e-06,19971.1,0.8855952380952381,0.9412,0.9499,0.9411,0.9018,0.8434,0.8352,0.8756,0.9324,0.8416,0.7923,0.947,0.9499,0.8985,0.8116,0.8424,0.8601,0.9528,0.906,0.8867,0.7988
./Data/5_fold-SET-4-train.csv,./Data/5_fold-SET-4-validate.csv,./resultados/5_fold-SET-4-1-vecinos-resultados.csv,1,1,1000,20,1e-06,10404.3,0.8773809523809524,0.9403,0.977,0.9225,0.8751,0.8643,0.8318,0.9314,0.8359,0.7751,0.8174,0.9435,0.8434,0.9289,0.8169,0.8818,0.852,0.9554,0.909,0.8307,0.8052
./Data/5_fold-SET-4-train.csv,./Data/5_fold-SET-4-validate.csv,./resultados/5_fold-SET-4-11-vecinos-resultados.csv,1,11,1000,20,1e-06,11114.4,0.8730952380952381,0.9493,0.9608,0.9298,0.8466,0.8387,0.8515,0.8851,0.8429,0.8146,0.7964,0.9335,0.9195,0.88,0.8513,0.859,0.8412,0.9495,0.9126,0.7985,0.7667
./Data/5_fold-SET-4-train.csv,./Data/5_fold-SET-4-validate.csv,./resultados/5_fold-SET-4-21-vecinos-resultados.csv,1,21,1000,20,1e-06,12966.6,0.8727380952380952,0.9126,0.9658,0.9267,0.9082,0.8744,0.7452,0.9011,0.899,0.7977,0.7952,0.9146,0.9019,0.8695,0.8013,0.9022,0.8816,0.973,0.885,0.7651,0.8288
./Data/5_fold-SET-4-train.csv,./Data/5_fold-SET-4-validate.csv,./resultados/5_fold-SET-4-31-vecinos-resultados.csv,1,31,1000,20,1e-06,15167.0,0.883095238095238,0.9421,0.9581,0.9394,0.8738,0.8492,0.8388,0.9062,0.8742,0.8758,0.7596,0.9202,0.9327,0.8858,0.8835,0.8158,0.8614,0.9636,0.9317,0.8282,0.7878
./Data/5_fold-SET-4-train.csv,./Data/5_fold-SET-4-validate.csv,./resultados/5_fold-SET-4-41-vecinos-resultados.csv,1,41,1000,20,1e-06,17171.6,0.8745238095238095,0.9144,0.9707,0.9426,0.8556,0.8456,0.8242,0.8697,0.8475,0.9052,0.7623,0.888,0.9129,0.8811,0.8946,0.8145,0.8331,0.9718,0.9186,0.8616,0.7481
./Data/5_fold-SET-4-train.csv,./Data/5_fold-SET-4-validate.csv,./resultados/5_fold-SET-4-51-vecinos-resultados.csv,1,51,1000,20,1e-06,20587.6,0.8548809523809524,0.9031,0.9519,0.9133,0.8451,0.757,0.8326,0.8464,0.8562,0.8896,0.7332,0.8991,0.9162,0.8834,0.8779,0.7878,0.7968,0.9636,0.891,0.8269,0.6749
./Data/5_fold-SET-5-train.csv,./Data/5_fold-SET-5-validate.csv,./resultados/5_fold-SET-5-1-vecinos-resultados.csv,1,1,1000,20,1e-06,10657.5,0.8680952380952381,0.9449,0.9723,0.9283,0.8646,0.8267,0.8503,0.8906,0.8264,0.8037,0.7906,0.9019,0.8133,0.904,0.8392,0.8832,0.8321,0.9416,0.9249,0.8533,0.7916
./Data/5_fold-SET-5-train.csv,./Data/5_fold-SET-5-validate.csv,./resultados/5_fold-SET-5-11-vecinos-resultados.csv,1,11,1000,20,1e-06,11709.2,0.8654761904761905,0.9246,0.9786,0.9241,0.8786,0.7653,0.8074,0.9184,0.8305,0.8526,0.7798,0.9603,0.8681,0.8953,0.7981,0.887,0.8308,0.9523,0.9064,0.8348,0.7169
./Data/5_fold-SET-5-train.csv,./Data/5_fold-SET-5-validate.csv,./resultados/5_fold-SET-5-21-vecinos-resultados.csv,1,21,1000,20,1e-06,13336.3,0.8629761904761905,0.9233,0.9744,0.9161,0.8449,0.8239,0.8682,0.8735,0.8406,0.8263,0.7587,0.9416,0.7616,0.8716,0.7993,0.8894,0.8321,0.9547,0.9329,0.8915,0.7651
./Data/5_fold-SET-5-train.csv,./Data/5_fold-SET-5-validate.csv,./resultados/5_fold-SET-5-31-vecinos-resultados.csv,1,31,1000,20,1e-06,15918.0,0.8883333333333333,0.9601,0.9729,0.9002,0.8824,0.8267,0.8718,0.9082,0.8767,0.8837,0.7973,0.9287,0.9103,0.9002,0.8451,0.9242,0.8586,0.9547,0.9121,0.8619,0.7819
./Data/5_fold-SET-5-train.csv,./Data/5_fold-SET-5-validate.csv,./resultados/5_fold-SET-5-41-vecinos-resultados.csv,1,41,1000,20,1e-06,17265.8,0.8866666666666667,0.9436,0.9318,0.9235,0.8755,0.8565,0.8149,0.8853,0.9209,0.8911,0.8182,0.9381,0.9515,0.8579,0.8333,0.9118,0.8447,0.938,0.9156,0.8372,0.8241
./Data/5_fold-SET-5-train.csv,./Data/5_fold-SET-5-validate.csv,./resultados/5_fold-SET-5-51-vecinos-resultados.csv,1,51,1000,20,1e-06,20051.9,0.8611904761904762,0.9394,0.9668,0.9226,0.8447,0.808,0.8284,0.8452,0.8546,0.8732,0.7373,0.9054,0.8903,0.8766,0.8298,0.8522,0.8106,0.9631,0.8832,0.8237,0.7675
